uid|sb|code|error|updated
uid://A002/X74821d/Xcec|uid://A002/X6b0cc1/Xd8|2012.1.00641.S|0.0951021651657|False
uid://A002/X74821d/Xeb9|uid://A002/X6b0cc1/Xdc|2012.1.00641.S|0.106014362186|False
uid://A002/X74821d/X109b|uid://A002/X6b0cc1/Xdc|2012.1.00641.S|0.101781922731|False
uid://A002/X74fea5/X5c|uid://A002/X6b0cc1/Xd7|2012.1.00641.S|0.0769569571526|False
uid://A002/X74fea5/X141|uid://A002/X6b0cc1/Xd9|2012.1.00641.S|0.0952258374233|False
uid://A002/X74fea5/X348|uid://A002/X6b0cc1/Xd7|2012.1.00641.S|0.0943536652288|False
uid://A002/X74fea5/X4fa|uid://A002/X6b0cc1/Xd5|2012.1.00641.S|0.114797479603|False
uid://A002/X74fea5/X696|uid://A002/X6b0cc1/Xdb|2012.1.00641.S|0.102063393989|False
uid://A002/X74fea5/X841|uid://A002/X6b0cc1/Xdd|2012.1.00641.S|0.0979732909319|False
uid://A002/X74fea5/X893|uid://A002/X6b0cc1/Xdc|2012.1.00641.S|0.0925930624283|False
uid://A002/X74fea5/Xa54|uid://A002/X6b0cc1/Xde|2012.1.00641.S|0.104209059654|False
uid://A002/X74fea5/Xc53|uid://A002/X6b0cc1/Xde|2012.1.00641.S|0.110379159051|False
uid://A002/X75ab74/Xc7e|uid://A002/X6b0cc1/Xde|2012.1.00641.S|0.101082385874|False
uid://A002/X7c18c1/X49c|uid://A002/X6b0cc1/Xdc|2012.1.00641.S|0.0352459903425|False
uid://A002/X7f18fb/X3de|uid://A002/X6b0cc1/Xd8|2012.1.00641.S|0.0314880188901|False
uid://A002/X7f18fb/X5a2|uid://A002/X6b0cc1/Xde|2012.1.00641.S|0.0365652170243|False
uid://A002/X5b2f01/X3f|uid://A002/X5a9a13/X574|2012.1.00650.S|0.0123270621539|False
uid://A002/X6f1341/X80b|uid://A002/X5a9a13/X575|2012.1.00650.S|0.0138014422192|False
uid://A002/X6f2c6e/Xb0a|uid://A002/X5a9a13/X575|2012.1.00650.S|0.0138014422192|False
uid://A002/X7fc9da/X1f0d|uid://A002/X5a9a13/X575|2012.1.00650.S|0.0138012739521|False
uid://A002/X7fc9da/X4b45|uid://A002/X5a9a13/X575|2012.1.00650.S|0.0138012739521|False
uid://A002/X8081ba/X85e|uid://A002/X5a9a13/X575|2012.1.00650.S|0.0138012739521|False
uid://A002/X8081ba/Xce1|uid://A002/X5a9a13/X575|2012.1.00650.S|0.0138012739521|False
uid://A002/X8081ba/X11fb|uid://A002/X5a9a13/X575|2012.1.00650.S|0.0138012739521|False
uid://A002/X8081ba/X3e04|uid://A002/X5a9a13/X575|2012.1.00650.S|0.0138014422192|False
uid://A002/X8081ba/X4018|uid://A002/X5a9a13/X574|2012.1.00650.S|0.0153279716931|False
uid://A002/X8081ba/X44b8|uid://A002/X5a9a13/X575|2012.1.00650.S|0.0138014422192|False
uid://A002/X8081ba/X4527|uid://A002/X5a9a13/X574|2012.1.00650.S|0.0153279716931|False
uid://A002/X80c782/X1911|uid://A002/X5a9a13/X574|2012.1.00650.S|0.0153279716931|False
uid://A002/X8204db/X4f|uid://A002/X5a9a13/X575|2012.1.00650.S|0.0138014422192|False
uid://A002/X8204db/X611|uid://A002/X5a9a13/X574|2012.1.00650.S|0.015327791119|False
uid://A002/X95b353/X471|uid://A002/X5a9a13/X574|2012.1.00650.S|0.0153279716931|False
uid://A002/X960614/X2d5b|uid://A002/X5a9a13/X574|2012.1.00650.S|0.0153279716931|False
uid://A002/X966cea/X96c|uid://A002/X5a9a13/X574|2012.1.00650.S|0.015327791119|False
uid://A002/X75ab74/X311|uid://A002/X74fe5d/X2e|2012.1.00683.S|0.145527571434|False
uid://A002/X75ab74/X5fd|uid://A002/X74fe5d/X2d|2012.1.00683.S|0.134815248606|True
uid://A002/X75ab74/X84f|uid://A002/X74fe5d/X2e|2012.1.00683.S|0.138868462507|False
uid://A002/X75bfbf/X101|uid://A002/X74fe5d/X2e|2012.1.00683.S|0.145123756113|False
uid://A002/X75bfbf/X466|uid://A002/X74fe5d/X2e|2012.1.00683.S|0.13132246068|False
uid://A002/X760eb8/X96|uid://A002/X74fe5d/X32|2012.1.00683.S|0.145664691|False
uid://A002/X835ef6/X87e|uid://A002/X74fe5d/X2e|2012.1.00683.S|0.0477853155149|False
uid://A002/X841035/Xbd8|uid://A002/X74fe5d/X2e|2012.1.00683.S|0.0477853155149|False
uid://A002/X86cc63/X1257|uid://A002/X74fe5d/X32|2012.1.00683.S|0.0603418242342|False
uid://A002/X9630c0/X104|uid://A002/X74fe5d/X31|2012.1.00683.S|0.0537796287791|False
uid://A002/X9646fb/X6ff|uid://A002/X74fe5d/X2d|2012.1.00683.S|0.0558066842547|False
uid://A002/X75ab74/X2d4|uid://A002/X6444ba/Xd1|2012.1.00720.S|0.0266077787634|False
uid://A002/X75bfbf/X79|uid://A002/X6444ba/Xd1|2012.1.00720.S|0.026840891197|False
uid://A002/X75bfbf/X465|uid://A002/X6444ba/Xd1|2012.1.00720.S|0.0252079038498|False
uid://A002/X5b9c8d/X863|uid://A002/X5a9a13/X684|2012.1.00762.S|0.0979287715419|False
uid://A002/X5e6e29/X13|uid://A002/X5a9a13/X684|2012.1.00762.S|0.0979287715419|True
