,UID,DATE,ValidUID,NullState,SyscalTime,CSV2555
0,uid://A002/X946a23/X9de,2014-11-19 04:56:30.257000,True,True,True,True
1,uid://A002/X946a23/X24c,2014-11-19 00:39:58.171000,True,True,True,True
2,uid://A002/X93cb46/X1d3,2014-11-15 02:39:05.821000,True,True,True,True
3,uid://A002/X929af2/Xb6,2014-11-06 21:53:48.772000,True,True,False,True
4,uid://A002/X920302/X2047,2014-11-01 21:35:35.369000,True,True,False,True
5,uid://A002/X91e796/Xc8,2014-10-30 21:59:35.628000,True,True,False,True
6,uid://A002/X8fd70f/X82a,2014-10-12 01:38:43.003000,True,True,True,True
7,uid://A002/X8fd70f/X69a,2014-10-12 00:37:43.376000,True,True,True,True
8,uid://A002/X8fd70f/X449,2014-10-11 23:35:00.468000,True,True,True,True
9,uid://A002/X8fd70f/X2b9,2014-10-11 22:45:36.675000,True,True,True,True
10,uid://A002/X8fd70f/X68,2014-10-11 21:40:55.771000,True,True,True,True
11,uid://A002/X8fa65e/X807,2014-10-11 01:34:01.959000,True,True,True,True
12,uid://A002/X8fa65e/X677,2014-10-11 00:33:26.669000,True,True,True,True
13,uid://A002/X8fa65e/X426,2014-10-10 23:29:43.079000,True,True,True,True
14,uid://A002/X8fa65e/X296,2014-10-10 22:43:41.008000,True,True,True,True
15,uid://A002/X8fa65e/X39,2014-10-10 21:34:17.636000,True,True,True,True
16,uid://A002/X8f3a3d/X16f0,2014-10-08 08:30:06.205000,True,True,True,True
17,uid://A002/X8f3a3d/X1410,2014-10-08 07:23:59.555000,True,True,True,True
18,uid://A002/X8f3a3d/X1130,2014-10-08 06:17:50.031000,True,True,True,True
19,uid://A002/X8f3a3d/Xe9e,2014-10-08 05:25:08.332000,True,True,True,True
20,uid://A002/X8f3a3d/Xe9d,2014-10-08 05:16:08.764000,True,True,True,True
21,uid://A002/X8f3a3d/Xa10,2014-10-08 02:11:52.550000,True,True,True,True
22,uid://A002/X8f3a3d/X76f,2014-10-08 01:15:43.657000,True,True,True,True
23,uid://A002/X8f3a3d/X5df,2014-10-08 00:29:50.219000,True,True,True,True
24,uid://A002/X8f3a3d/X44f,2014-10-07 23:44:00.591000,True,True,True,True
25,uid://A002/X8f3a3d/X2bf,2014-10-07 23:00:07.054000,True,True,True,True
26,uid://A002/X8f3a3d/X12f,2014-10-07 22:13:46.217000,True,True,True,True
27,uid://A002/X8f1c7c/X1aa6,2014-10-07 11:14:16.335000,True,True,True,True
28,uid://A002/X8f1c7c/X17e7,2014-10-07 10:09:49.568000,True,True,True,True
29,uid://A002/X8f1c7c/X1528,2014-10-07 09:09:00.470000,True,True,True,True
30,uid://A002/X8f1c7c/X1269,2014-10-07 08:07:44.746000,True,True,True,True
31,uid://A002/X8f1c7c/Xdf8,2014-10-07 05:24:38.778000,True,True,True,True
32,uid://A002/X8f1c7c/Xb78,2014-10-07 04:27:15.449000,True,True,True,True
33,uid://A002/X8f1c7c/X690,2014-10-07 01:17:47.465000,True,True,True,True
34,uid://A002/X8f1c7c/X509,2014-10-07 00:32:51.737000,True,True,True,True
35,uid://A002/X8f1c7c/X382,2014-10-06 23:31:14.816000,True,True,True,True
36,uid://A002/X8f1c7c/X1fb,2014-10-06 22:36:18.991000,True,True,True,True
37,uid://A002/X8f1c7c/X68,2014-10-06 21:48:17.820000,True,True,True,True
38,uid://A002/X8ec83d/X1128,2014-10-05 11:24:12.233000,True,True,True,True
39,uid://A002/X8ec83d/Xe69,2014-10-05 10:23:11.171000,True,True,True,True
40,uid://A002/X8ec83d/Xbaa,2014-10-05 09:22:03.767000,True,True,True,True
41,uid://A002/X8ec83d/X67c,2014-10-05 06:06:19.899000,True,True,True,True
42,uid://A002/X8e4fe2/X273,2014-10-03 02:40:58.281000,True,True,True,True
43,uid://A002/X8e4fe2/X6f,2014-10-03 00:21:08.151000,True,True,True,True
44,uid://A002/X8e10b9/X1a48,2014-10-01 09:52:52.487000,True,True,True,True
45,uid://A002/X8e10b9/X1750,2014-10-01 07:45:51.067000,True,True,True,True
46,uid://A002/X8e10b9/X1527,2014-10-01 06:50:21.941000,True,True,True,True
47,uid://A002/X8e10b9/X12fe,2014-10-01 05:53:16.011000,True,True,True,True
48,uid://A002/X8e10b9/X1023,2014-10-01 04:47:42.989000,True,True,True,True
49,uid://A002/X8e10b9/Xdfa,2014-10-01 03:52:17.186000,True,True,True,True
50,uid://A002/X8e10b9/Xbd1,2014-10-01 02:56:47.738000,True,True,True,True
51,uid://A002/X8e10b9/X8d8,2014-10-01 01:57:15.898000,True,True,True,True
52,uid://A002/X8e10b9/X751,2014-10-01 01:10:53.419000,True,True,True,True
53,uid://A002/X8e10b9/X5ca,2014-10-01 00:23:16.190000,True,True,True,True
54,uid://A002/X8e10b9/X443,2014-09-30 23:39:18.539000,True,True,True,True
55,uid://A002/X8e10b9/X25b,2014-09-30 22:42:17.154000,True,True,True,True
56,uid://A002/X8e10b9/Xc8,2014-09-30 21:51:57.682000,True,True,True,True
57,uid://A002/X8ccd1d/X959,2014-09-21 10:00:08.005000,True,True,True,True
58,uid://A002/X8ccd1d/X6c7,2014-09-21 08:41:25.379000,True,True,True,True
59,uid://A002/X8ccd1d/X6c6,2014-09-21 08:30:55.077000,True,True,True,True
60,uid://A002/X8ccd1d/X3e6,2014-09-21 07:21:00.522000,True,True,True,True
61,uid://A002/X8ccd1d/X324,2014-09-21 06:50:19.341000,True,True,True,True
62,uid://A002/X8ccd1d/Xf2,2014-09-21 05:54:35.371000,True,True,True,True
63,uid://A002/X8ba348/X9af,2014-09-12 09:48:06.653000,True,True,True,True
64,uid://A002/X8ba348/X85b,2014-09-12 08:41:13.608000,True,True,True,True
65,uid://A002/X8b7acb/X119c,2014-09-11 08:58:34.322000,True,True,True,True
66,uid://A002/X8b7acb/Xdfc,2014-09-11 06:13:03.364000,True,True,True,True
67,uid://A002/X8b7acb/Xd8b,2014-09-11 03:53:21.822000,True,True,True,True
68,uid://A002/X8b7acb/Xbbc,2014-09-10 23:22:17.514000,True,True,True,True
69,uid://A002/X8b7acb/Xbac,2014-09-10 22:58:32.317000,True,True,True,True
70,uid://A002/X8b7acb/Xb9c,2014-09-10 22:39:39.440000,True,True,True,True
71,uid://A002/X8b7acb/Xa0c,2014-09-10 21:53:29.628000,True,True,True,True
72,uid://A002/X8b7acb/X635,2014-09-10 10:53:52.476000,True,True,True,True
73,uid://A002/X8b7acb/X355,2014-09-10 09:46:11.574000,True,True,True,True
74,uid://A002/X8b7acb/Xc3,2014-09-10 08:51:59.620000,True,True,True,True
75,uid://A002/X8af8a2/X1cdc,2014-09-06 09:24:46.930000,True,True,True,True
76,uid://A002/X8af8a2/X1844,2014-09-06 08:19:14.376000,True,True,True,True
77,uid://A002/X8af8a2/X13e0,2014-09-06 07:09:30.134000,True,True,True,True
78,uid://A002/X8af8a2/Xf17,2014-09-06 06:05:49.080000,True,True,True,True
79,uid://A002/X8af8a2/Xb99,2014-09-06 04:54:08.063000,True,True,True,True
80,uid://A002/X8af8a2/Xb4b,2014-09-06 04:39:39.843000,True,True,True,True
81,uid://A002/X8a951a/X1580,2014-09-02 12:35:03.194000,True,True,True,True
82,uid://A002/X8a951a/X1458,2014-09-02 11:54:14.187000,True,True,True,True
83,uid://A002/X8a951a/X1391,2014-09-02 11:20:16.933000,True,True,True,True
84,uid://A002/X8a951a/X126c,2014-09-02 10:39:37.180000,True,True,True,True
85,uid://A002/X8a951a/X119f,2014-09-02 10:05:41.440000,True,True,True,True
86,uid://A002/X8a951a/X10d5,2014-09-02 09:31:41.224000,True,True,True,True
87,uid://A002/X8a951a/X1008,2014-09-02 08:57:00.119000,True,True,True,True
88,uid://A002/X8a951a/Xef8,2014-09-02 08:19:22.633000,True,True,True,True
89,uid://A002/X8a951a/Xe46,2014-09-02 07:48:32.049000,True,True,True,True
90,uid://A002/X8a951a/Xd7f,2014-09-02 07:11:26.312000,True,True,False,True
91,uid://A002/X8a951a/Xbd2,2014-09-02 06:11:09.940000,True,True,False,True
92,uid://A002/X8a951a/Xa21,2014-09-02 04:57:17.356000,True,True,False,True
93,uid://A002/X8a951a/X91d,2014-09-02 04:11:05.167000,True,True,False,True
94,uid://A002/X8a951a/X69b,2014-09-02 02:34:08.539000,True,True,True,True
95,uid://A002/X8a951a/X55b,2014-09-02 01:30:54.390000,True,True,True,True
96,uid://A002/X8a951a/X355,2014-09-02 00:05:06.296000,True,True,True,True
97,uid://A002/X8a951a/X22e,2014-09-01 23:02:13.762000,True,True,True,True
98,uid://A002/X8a838f/X1043,2014-09-01 10:40:11.114000,True,True,True,True
99,uid://A002/X8a838f/Xe83,2014-09-01 09:16:42.442000,True,True,True,True
100,uid://A002/X8a838f/X9af,2014-09-01 06:16:26.604000,True,True,False,True
101,uid://A002/X8a838f/X7ef,2014-09-01 05:06:27.105000,True,True,False,True
102,uid://A002/X8a838f/X7df,2014-09-01 04:59:27.158000,True,True,False,True
103,uid://A002/X8a838f/X61f,2014-09-01 04:03:57.951000,True,True,False,True
104,uid://A002/X8a838f/X507,2014-09-01 03:10:49.776000,True,True,True,True
105,uid://A002/X8a838f/X380,2014-09-01 02:00:53.173000,True,True,True,True
106,uid://A002/X8a838f/X1fe,2014-09-01 01:00:00.141000,True,True,True,True
107,uid://A002/X8a5fcf/X277a,2014-08-31 18:30:59.544000,True,True,True,True
108,uid://A002/X8a5fcf/X273d,2014-08-31 18:05:45.883000,True,True,True,True
109,uid://A002/X8a5fcf/X2667,2014-08-31 17:26:33.684000,True,True,True,True
110,uid://A002/X8a5fcf/X2220,2014-08-31 10:25:14.587000,True,True,True,True
111,uid://A002/X8a5fcf/X2121,2014-08-31 08:03:46.732000,True,True,True,True
112,uid://A002/X8a5fcf/X207e,2014-08-31 07:34:28.003000,True,True,True,True
113,uid://A002/X8a5fcf/X1fdb,2014-08-31 07:05:09.138000,True,True,False,True
114,uid://A002/X8a5fcf/X1f38,2014-08-31 06:35:05.281000,True,True,True,True
115,uid://A002/X8a5fcf/X1e95,2014-08-31 06:04:39.929000,True,True,True,True
116,uid://A002/X8a5fcf/X1df2,2014-08-31 05:35:35.465000,True,True,True,True
117,uid://A002/X8a5fcf/X1c38,2014-08-31 04:15:53.836000,True,True,False,True
118,uid://A002/X8a5fcf/X1a70,2014-08-31 02:55:29.449000,True,True,True,True
119,uid://A002/X8a5fcf/X19f1,2014-08-31 02:29:33.224000,True,True,True,True
120,uid://A002/X8a5fcf/X14bb,2014-08-30 14:16:24.282000,True,True,True,True
121,uid://A002/X8a5fcf/X1342,2014-08-30 13:09:17.881000,True,True,False,True
122,uid://A002/X8a5fcf/X125f,2014-08-30 12:26:03.992000,True,True,True,True
123,uid://A002/X8a5fcf/X10f2,2014-08-30 11:38:37.243000,True,True,True,True
124,uid://A002/X8a5fcf/Xfe8,2014-08-30 10:55:42.116000,True,True,False,True
125,uid://A002/X8a5fcf/Xe97,2014-08-30 09:53:27.481000,True,True,False,True
126,uid://A002/X8a5fcf/Xd31,2014-08-30 08:41:38.321000,True,True,True,True
127,uid://A002/X8a5fcf/Xb34,2014-08-30 07:19:57.016000,True,True,False,True
128,uid://A002/X8a5fcf/X9a6,2014-08-30 06:09:01.478000,True,True,True,True
129,uid://A002/X8a5fcf/X81c,2014-08-30 04:59:32.630000,True,True,True,True
130,uid://A002/X8a5fcf/X78b,2014-08-30 04:33:58.442000,True,True,False,True
131,uid://A002/X8a5fcf/X6f7,2014-08-30 04:08:48.730000,True,True,False,True
132,uid://A002/X8a5fcf/X665,2014-08-30 03:43:28.301000,True,True,False,True
133,uid://A002/X8a5fcf/X5d4,2014-08-30 03:18:24.875000,True,True,True,True
134,uid://A002/X8a5fcf/X53f,2014-08-30 02:53:07.928000,True,True,False,True
135,uid://A002/X8a5fcf/X80,2014-08-29 22:23:17.144000,True,True,True,True
136,uid://A002/X8a571f/X108f,2014-08-29 12:12:06.647000,True,True,False,True
137,uid://A002/X8a571f/Xf3d,2014-08-29 11:20:07.066000,True,True,True,True
138,uid://A002/X8a571f/Xca7,2014-08-29 09:38:20.312000,True,True,False,True
139,uid://A002/X8a571f/Xbc8,2014-08-29 08:58:29.218000,True,True,False,True
140,uid://A002/X8a571f/X9ce,2014-08-29 07:44:19.771000,True,True,False,True
141,uid://A002/X8a571f/X835,2014-08-29 06:38:41.802000,True,True,False,True
142,uid://A002/X8a571f/X5ae,2014-08-29 05:03:49.089000,True,True,False,True
143,uid://A002/X8a571f/X42d,2014-08-29 03:56:11.212000,True,True,False,True
144,uid://A002/X8a571f/X1fe,2014-08-29 02:21:35.130000,True,True,False,True
145,uid://A002/X8a571f/X18d,2014-08-29 01:53:55.939000,True,True,False,True
146,uid://A002/X8a571f/X17d,2014-08-29 01:38:19.446000,True,True,False,True
147,uid://A002/X8a571f/X17c,2014-08-29 01:15:11.399000,True,True,False,True
148,uid://A002/X8a571f/X88,2014-08-29 00:21:41.190000,True,True,True,True
149,uid://A002/X8a4b79/Xc94,2014-08-28 12:22:38.350000,True,True,True,True
150,uid://A002/X8a4b79/X9fd,2014-08-28 10:38:18.037000,True,True,True,True
151,uid://A002/X8a4b79/X869,2014-08-28 09:37:05.254000,True,True,True,True
152,uid://A002/X8a4b79/X736,2014-08-28 08:42:36.840000,True,True,True,True
153,uid://A002/X8a4b79/X576,2014-08-28 07:20:02.129000,True,True,True,True
154,uid://A002/X8a4b79/X4b5,2014-08-28 06:45:32.008000,True,True,True,True
155,uid://A002/X8a4b79/X3bb,2014-08-28 06:01:37.192000,True,True,True,True
156,uid://A002/X8a4b79/X2ae,2014-08-28 05:23:14.165000,True,True,True,True
157,uid://A002/X8a4b79/X202,2014-08-28 04:53:16.149000,True,True,True,True
158,uid://A002/X8a4b79/X156,2014-08-28 04:22:58.405000,True,True,True,True
159,uid://A002/X8a4b79/Xb0,2014-08-28 03:43:27.963000,True,True,True,True
160,uid://A002/X8a3bdd/X117f,2014-08-27 12:35:24.443000,True,True,True,True
161,uid://A002/X8a3bdd/X116f,2014-08-27 12:19:33.118000,True,True,True,True
162,uid://A002/X8a3bdd/Xf4e,2014-08-27 10:33:24.234000,True,True,False,True
163,uid://A002/X8a3bdd/Xe63,2014-08-27 09:51:54.442000,True,True,True,True
164,uid://A002/X8a3bdd/Xe53,2014-08-27 09:41:01.800000,True,True,True,True
165,uid://A002/X8a3bdd/Xdfe,2014-08-27 09:19:40.764000,True,True,True,True
166,uid://A002/X8a3bdd/Xc01,2014-08-27 07:45:44.346000,True,True,False,True
167,uid://A002/X8a3bdd/Xaa0,2014-08-27 06:44:18.973000,True,True,False,True
168,uid://A002/X8a3bdd/X936,2014-08-27 05:29:05.488000,True,True,True,True
169,uid://A002/X8a3bdd/X7c3,2014-08-27 04:14:07.787000,True,True,True,True
170,uid://A002/X8a3bdd/X699,2014-08-27 03:23:04.826000,True,True,True,True
171,uid://A002/X8a3bdd/X578,2014-08-27 02:28:57.467000,True,True,True,True
172,uid://A002/X8a3bdd/X466,2014-08-27 01:01:24.402000,True,True,True,True
173,uid://A002/X8a3bdd/X37d,2014-08-27 00:26:54.548000,True,True,False,True
174,uid://A002/X8a3bdd/X2f5,2014-08-26 23:59:21.416000,True,True,True,True
175,uid://A002/X8a3bdd/X16b,2014-08-26 23:08:12.943000,True,True,True,True
176,uid://A002/X8a3bdd/X80,2014-08-26 22:20:33.193000,True,True,True,True
177,uid://A002/X89b926/X142,2014-08-19 11:52:15.049000,True,True,False,True
178,uid://A002/X89b926/X6e,2014-08-19 11:29:33.433000,True,True,True,True
179,uid://A002/X89a952/X1eb8,2014-08-19 10:14:11.989000,True,True,True,True
180,uid://A002/X89a952/X1ea8,2014-08-19 10:11:34.596000,True,True,True,True
181,uid://A002/X89a952/X1e98,2014-08-19 09:54:43.379000,True,True,True,True
182,uid://A002/X89a952/X1db9,2014-08-19 09:28:37.118000,True,True,True,True
183,uid://A002/X89a952/X1d81,2014-08-19 09:24:02.225000,True,True,True,True
184,uid://A002/X89a952/X1c8b,2014-08-19 08:51:20.481000,True,True,True,True
185,uid://A002/X89a952/X1968,2014-08-19 08:03:29.685000,True,True,True,True
186,uid://A002/X89a952/X16cd,2014-08-19 07:34:19.836000,True,True,True,True
187,uid://A002/X89a952/X15c4,2014-08-19 07:16:29.982000,True,True,True,True
188,uid://A002/X89a952/X1281,2014-08-19 06:38:24.971000,True,True,True,True
189,uid://A002/X89a952/X1232,2014-08-19 06:28:48.728000,True,True,True,True
190,uid://A002/X89a952/Xeb6,2014-08-19 05:32:20.172000,True,True,True,True
191,uid://A002/X89a952/Xeaf,2014-08-19 05:31:10.352000,True,True,True,True
192,uid://A002/X89a952/Xb2c,2014-08-19 04:37:25.366000,True,True,True,True
193,uid://A002/X89a952/Xa73,2014-08-19 04:21:55.947000,True,True,True,True
194,uid://A002/X89a952/X91c,2014-08-19 03:10:49.701000,True,True,False,True
195,uid://A002/X89a952/X8ab,2014-08-19 02:54:57.242000,True,True,False,True
196,uid://A002/X89a952/X605,2014-08-19 01:35:01.934000,False,True,True,True
197,uid://A002/X89a952/X167,2014-08-18 23:20:30.269000,True,True,True,True
198,uid://A002/X899169/X2b8f,2014-08-18 11:57:28.745000,True,True,True,True
199,uid://A002/X899169/X2921,2014-08-18 10:55:37.536000,True,True,True,True
200,uid://A002/X899169/X28f9,2014-08-18 10:48:58.326000,True,True,True,True
201,uid://A002/X899169/X27d5,2014-08-18 10:19:38.067000,True,True,True,True
202,uid://A002/X899169/X2741,2014-08-18 10:01:09.521000,True,True,True,True
203,uid://A002/X899169/X2632,2014-08-18 09:30:53.428000,True,True,True,True
204,uid://A002/X899169/X257a,2014-08-18 09:06:11.759000,True,True,True,True
205,uid://A002/X899169/X23f1,2014-08-18 08:10:22.700000,True,True,True,True
206,uid://A002/X899169/X22a6,2014-08-18 07:48:11.312000,True,True,True,True
207,uid://A002/X899169/X20a1,2014-08-18 07:09:39.412000,True,False,True,True
208,uid://A002/X899169/X1fce,2014-08-18 06:50:01.615000,True,True,True,True
209,uid://A002/X899169/X1cfa,2014-08-18 06:08:52.749000,True,True,True,True
210,uid://A002/X899169/X1c4e,2014-08-18 05:53:51.863000,True,True,True,True
211,uid://A002/X899169/X1838,2014-08-18 04:58:00.313000,True,True,False,True
212,uid://A002/X899169/X1822,2014-08-18 04:54:01.512000,True,True,True,True
213,uid://A002/X899169/X15ba,2014-08-18 03:55:17.289000,True,True,True,True
214,uid://A002/X899169/X1517,2014-08-18 03:41:24.021000,True,True,False,True
215,uid://A002/X899169/X14fb,2014-08-18 03:39:03.572000,True,True,False,True
216,uid://A002/X899169/X1356,2014-08-18 03:06:20.686000,True,True,True,True
217,uid://A002/X899169/X1222,2014-08-18 02:32:24.695000,True,True,True,True
218,uid://A002/X899169/X1179,2014-08-18 01:47:36.810000,True,True,False,True
219,uid://A002/X899169/X1059,2014-08-18 00:42:45.757000,True,True,True,True
220,uid://A002/X899169/Xcff,2014-08-17 22:10:51.591000,True,True,True,True
221,uid://A002/X899169/Xbec,2014-08-17 21:41:01.848000,True,True,True,True
222,uid://A002/X899169/X8a4,2014-08-17 19:47:13.149000,True,True,True,True
223,uid://A002/X899169/X7ec,2014-08-17 19:28:14.564000,True,True,True,True
224,uid://A002/X899169/X47e,2014-08-17 18:12:32.977000,True,True,True,True
225,uid://A002/X899169/X46b,2014-08-17 18:07:34.196000,True,True,True,True
226,uid://A002/X899169/X36e,2014-08-17 17:43:57.080000,True,True,True,True
227,uid://A002/X899169/X23e,2014-08-17 17:16:36.688000,True,True,True,True
228,uid://A002/X899169/X130,2014-08-17 16:43:47.264000,True,True,True,True
229,uid://A002/X898aa0/X69f,2014-08-17 12:23:56.866000,True,True,False,True
230,uid://A002/X898aa0/X5a4,2014-08-17 11:56:46.771000,True,True,True,True
231,uid://A002/X898aa0/X2c0,2014-08-17 10:45:07.536000,True,True,False,True
232,uid://A002/X898aa0/X169,2014-08-17 10:12:17.300000,True,True,False,True
233,uid://A002/X898aa0/X77,2014-08-17 09:43:40.723000,True,True,True,True
234,uid://A002/X8970e9/X2303,2014-08-17 02:39:29.845000,True,True,True,True
235,uid://A002/X8970e9/X2181,2014-08-17 01:34:16.589000,True,True,True,True
236,uid://A002/X8970e9/X1f4e,2014-08-17 00:13:15.382000,True,True,True,True
237,uid://A002/X8970e9/X1e05,2014-08-16 23:09:53.847000,True,True,True,True
238,uid://A002/X8970e9/X1cec,2014-08-16 22:43:00.024000,True,True,True,True
239,uid://A002/X8970e9/X1b08,2014-08-16 21:56:15.711000,True,True,True,True
240,uid://A002/X8970e9/X18d2,2014-08-16 21:07:06.199000,True,True,True,True
241,uid://A002/X8970e9/X17a5,2014-08-16 20:36:00.162000,True,True,True,True
242,uid://A002/X8970e9/X178f,2014-08-16 20:33:23.180000,True,True,True,True
243,uid://A002/X8970e9/X166e,2014-08-16 20:06:30.019000,True,True,True,True
244,uid://A002/X8970e9/X1508,2014-08-16 19:31:10.746000,True,True,True,True
245,uid://A002/X8970e9/X1341,2014-08-16 18:55:59.679000,True,True,True,True
246,uid://A002/X8970e9/X1204,2014-08-16 18:28:05.722000,True,True,True,True
247,uid://A002/X8970e9/Xed4,2014-08-16 17:21:32.442000,True,True,True,True
248,uid://A002/X8970e9/Xbdf,2014-08-16 15:13:36.326000,True,True,True,True
249,uid://A002/X8970e9/Xbbf,2014-08-16 15:10:41.485000,True,True,True,True
250,uid://A002/X8970e9/X824,2014-08-16 13:46:33.365000,True,True,True,True
251,uid://A002/X8970e9/X46b,2014-08-16 12:07:47.378000,True,True,True,True
252,uid://A002/X8970e9/X6f,2014-08-16 10:17:23.600000,True,True,True,True
253,uid://A002/X895c89/Xc66,2014-08-16 07:16:20.763000,True,True,True,True
254,uid://A002/X895c89/X76c,2014-08-16 02:21:18.958000,True,True,True,True
255,uid://A002/X895c89/X53b,2014-08-16 00:59:22.230000,True,True,True,True
256,uid://A002/X895c89/X388,2014-08-15 23:53:39.699000,True,True,True,True
257,uid://A002/X895c89/X21b,2014-08-15 23:02:46.301000,True,True,True,True
258,uid://A002/X895c89/X88,2014-08-15 21:58:57.349000,True,True,True,True
259,uid://A002/X8952b5/X410,2014-08-15 11:17:39.249000,True,True,False,True
260,uid://A002/X8952b5/X3cc,2014-08-15 11:11:10.289000,True,True,True,True
261,uid://A002/X8952b5/Xa3,2014-08-15 09:50:16.065000,True,True,True,True
262,uid://A002/X8952b5/X2e,2014-08-15 09:44:39.742000,True,True,True,True
263,uid://A002/X894188/Xa60,2014-08-15 08:12:19.161000,True,True,True,True
264,uid://A002/X894188/Xa19,2014-08-15 07:58:14.442000,True,True,True,True
265,uid://A002/X894188/X991,2014-08-15 07:38:10.223000,True,True,True,True
266,uid://A002/X894188/X920,2014-08-15 07:27:36.983000,True,True,True,True
267,uid://A002/X894188/X801,2014-08-15 06:48:17.171000,True,True,True,True
268,uid://A002/X894188/X429,2014-08-15 02:36:17.761000,True,True,True,True
269,uid://A002/X894188/X21d,2014-08-15 01:53:55.736000,True,True,True,True
270,uid://A002/X894188/Xa9,2014-08-15 01:17:14.965000,True,True,True,True
271,uid://A002/X892c75/Xea0,2014-08-14 08:36:24.953000,True,True,True,True
272,uid://A002/X892c75/Xc11,2014-08-14 07:57:00.554000,True,True,False,True
273,uid://A002/X892c75/X959,2014-08-14 06:11:12.891000,True,True,True,True
274,uid://A002/X892c75/X823,2014-08-14 05:12:12.529000,True,True,True,True
275,uid://A002/X892c75/X4e0,2014-08-14 02:40:36.833000,True,True,True,True
276,uid://A002/X892c75/X30f,2014-08-14 01:33:21.356000,True,True,True,True
277,uid://A002/X892c75/X1b1,2014-08-14 00:08:58.905000,True,True,True,True
278,uid://A002/X892c75/X72,2014-08-13 23:05:45.145000,True,True,True,True
279,uid://A002/X89252c/X911,2014-08-13 11:48:32.089000,True,True,True,True
280,uid://A002/X89252c/X852,2014-08-13 11:31:15.569000,True,True,True,True
281,uid://A002/X89252c/X54a,2014-08-13 10:21:36.728000,True,True,False,True
282,uid://A002/X89252c/X45b,2014-08-13 09:55:39.306000,True,True,False,True
283,uid://A002/X89252c/X3e2,2014-08-13 09:31:48.213000,True,True,True,True
284,uid://A002/X89252c/X159,2014-08-13 08:24:04.551000,True,True,True,True
285,uid://A002/X89252c/X140,2014-08-13 08:16:28.131000,True,True,True,True
286,uid://A002/X89252c/X13f,2014-08-13 08:15:58.757000,True,True,True,True
287,uid://A002/X891ede/X6c3,2014-08-13 04:27:26.875000,True,True,True,True
288,uid://A002/X891ede/X530,2014-08-13 03:35:28.334000,True,True,True,True
289,uid://A002/X891ede/X475,2014-08-13 03:25:44.843000,True,True,True,True
290,uid://A002/X891ede/X3ed,2014-08-13 02:57:09.888000,True,True,True,True
291,uid://A002/X891ede/X1b8,2014-08-13 00:55:49.092000,True,True,True,True
292,uid://A002/X891ede/X7a,2014-08-12 23:50:39.366000,True,True,True,True
293,uid://A002/X8917e8/Xee5,2014-08-12 11:51:23.253000,True,True,True,True
294,uid://A002/X8917e8/Xdab,2014-08-12 11:24:10.187000,True,True,True,True
295,uid://A002/X8917e8/Xb5b,2014-08-12 10:28:29.315000,True,True,True,True
296,uid://A002/X8917e8/Xaeb,2014-08-12 10:19:52.111000,True,True,True,True
297,uid://A002/X8917e8/X516,2014-08-12 08:40:20.243000,True,True,False,True
298,uid://A002/X8917e8/X488,2014-08-12 08:24:53.124000,True,True,True,True
299,uid://A002/X8917e8/X12d,2014-08-12 07:28:45.323000,True,True,False,True
300,uid://A002/X8917e8/Xab,2014-08-12 07:19:16.155000,True,True,True,True
301,uid://A002/X891357/X44d,2014-08-12 01:48:00.739000,True,True,True,True
302,uid://A002/X891357/X44c,2014-08-12 01:45:41.909000,True,True,True,True
303,uid://A002/X891357/X42d,2014-08-12 01:28:55.440000,True,True,True,True
304,uid://A002/X891357/X3e1,2014-08-12 01:12:45.011000,True,True,True,True
305,uid://A002/X891357/X325,2014-08-12 00:55:04.108000,True,True,True,True
306,uid://A002/X891357/X17f,2014-08-11 23:48:54.969000,True,True,True,True
307,uid://A002/X890839/X1337,2014-08-11 11:59:06.387000,True,True,True,True
308,uid://A002/X890839/X113d,2014-08-11 10:31:38.434000,True,True,True,True
309,uid://A002/X890839/Xd4f,2014-08-11 08:19:26.302000,True,True,True,True
310,uid://A002/X890839/Xb26,2014-08-11 07:22:53.267000,True,True,True,True
311,uid://A002/X890839/X88a,2014-08-11 03:02:25.615000,True,True,True,True
312,uid://A002/X890839/X645,2014-08-11 01:36:55.672000,True,True,True,True
313,uid://A002/X890839/X439,2014-08-11 00:04:21.934000,True,True,True,True
314,uid://A002/X890839/X2fc,2014-08-10 23:03:10.426000,True,True,True,True
315,uid://A002/X890839/Xea,2014-08-10 21:30:07.355000,True,True,True,True
316,uid://A002/X890768/X1,2014-08-09 03:21:32.900000,True,True,True,True
317,uid://A002/X8906f3/X35,2014-08-08 20:04:50.788000,True,True,True,True
318,uid://A002/X8906f3/X24,2014-08-08 19:55:26.292000,True,True,True,True
319,uid://A002/X8906f3/X14,2014-08-08 19:36:52.857000,True,True,True,True
320,uid://A002/X88fa54/X144f,2014-08-08 09:23:26.172000,True,True,True,True
321,uid://A002/X88fa54/X13e8,2014-08-08 09:03:55.552000,True,True,True,True
322,uid://A002/X88fa54/X1188,2014-08-08 06:23:08.266000,True,True,True,True
323,uid://A002/X88fa54/X10d2,2014-08-08 05:50:18.747000,True,True,True,True
324,uid://A002/X88fa54/X107d,2014-08-08 05:28:23.962000,True,True,True,True
325,uid://A002/X88fa54/Xf77,2014-08-08 04:29:08.514000,True,True,True,True
326,uid://A002/X88fa54/Xc9c,2014-08-08 03:12:06.425000,True,True,True,True
327,uid://A002/X88fa54/Xc5f,2014-08-08 02:58:54.038000,True,True,True,True
